Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,ID,Name,Stars,Title,Date,Description
413,0.102,0.898,0,-0.3612,0.477166325,0.433239669,0.089593984,413,joe,5,Works Like a Champ !,,"Bought it for $373 on Prime Day, two days later it dropped to $364.99 (14700k came out). That's the only complain I could have."
414,0,0.448,0.552,0.5719,0.244545653,0.550825477,0.20462884,414,William RodrÃ­guez B.,5,RÃ¡pido y muy bueno,,Excellent for the price
415,0,0.832,0.168,0.8519,0.028462412,0.202495158,0.769042432,415,Corey Palmer,5,Must have 2023,,"Excellent processor for the price, canât really beat it in 2022-2023. In comparison to the i9, there really doesnât seem to be much difference (comparing my set up with this i7 to my friends with an i9). I did get mine on sale, but I would have happily paid full price"
416,0.035,0.734,0.232,0.9375,0.007255445,0.064416394,0.928328156,416,Apes_Vs_Grapes,5,Great for those that want to do more,,"Intel's 13th gen is a very strong contender and the i7 this time around is all the overkill I needed. While the i5 works great for gaming the extra cores in the i7 make it even better for game streaming or production workloads like video editing, It can be a little power hungry but uses that power to overclock extremely well, but thanks to the efficiency cores when you are sitting idle runs with very low power."
417,0,0.794,0.206,0.8188,0.009165043,0.110748656,0.880086303,417,GG,5,GG,,"The first time I see, the PC faster, than me.For the cooling I am using the -DeepCool GAMMAXX AG620 WH ARGB,which is the BEST solution for this processor and is not very expensive!"
418,0.156,0.844,0,-0.5859,0.063035823,0.454943627,0.482020587,418,Jason,5,"It is what it is, works as intended",,"Not a lot to review, it does as it was intended to do, and I have no complains (except they released the next gen, not even a week after I bought it. )"
419,0,0.213,0.787,0.5719,0.024578648,0.242168382,0.733252943,419,Lawrence D. Schultz,5,Arrived on time,,Excellent processor.
420,0.123,0.67,0.207,0.3612,0.008865499,0.117624767,0.873509765,420,Alura,5,Intel jamais dÃ©Ã§u,,"Perfect for gaming, no need to upgrade to I-9 for the moment or a newer "
421,0,0.764,0.236,0.7579,0.003911262,0.05171819,0.944370627,421,Sandro BÃ¶hme,5,Intel for the win.,,"Great CPU. Easily withstands gaming and workstation workloads, while also running air-cooled at its full Turbo clock. It even beats all its predecessors"
422,0,1,0,0,0.08295545,0.767434239,0.149610296,422,Andrei Cusnir,5,Work as it shoud.,,Work as it shoud.
423,0,0.455,0.545,0.5574,0.005463828,0.062007174,0.932529032,423,Davide G.,5,Una bestia molto versatile,,the product is remarkable
424,0,1,0,0,0.013529494,0.237260059,0.749210417,424,Hodei,5,Procesador todoterreno,,"This processor can handle anything. I do both video editing and photography editing and it flies, nothing resists it with 16 cores"
425,0,0.792,0.208,0.8237,0.009700873,0.140977755,0.849321365,425,Hugo,5,Surpris,,"Being still on AMD, I decided©to change to take an i7 and frankly WOW, the very powerful and versatile processor, the only ""soft©"" thing is that it goes up quickly in temperature©. "
426,0,0.955,0.045,0.5006,0.040691182,0.53262943,0.426679373,426,Brodus,5,CPU eccezionale,,"You can indulge yourself with this cpu, brought to 5.8ghz the pcores and 4.5 the cores in oc but touching in cb23 385watts of consumption which are absolutely not few, or bringing it to 1.18v without altering anything else it is very stable and not pass the 250watts but these are benchmark figures and nothing else, in daily use that is gaming otherwise what else to buy it for "
427,0,0.769,0.231,0.6369,0.002566745,0.024117155,0.973316014,427,Sergio,5,"Es el mejor procesador actualmente, sin dejarte un dineral sin sentido",,"It is the best processor you can currently buy, good-nice-cheap, and that it is high-end. "
428,0,0.695,0.305,0.6067,0.001996817,0.079309575,0.918693602,428,uTired2,5,It's good,,"Can now run recent games at more than 10fps, yay!"
429,0.213,0.738,0.049,-0.7906,0.19752413,0.699693441,0.102782466,429,Nobody,5,Richtig Leistung aber Achtung HeiÃ.,,Top CPU richtig Leistung aber war ja auch eigentlich klar.Allerdings muss ich erwÃ¤hnen die CPU Wird sehr heiÃ unter Last also eine WasserkÃ¼hlung ist eigentlich Pflicht meiner Meinung nach ð
430,0,0,1,0.4404,0.057428434,0.279546738,0.663024843,430,Mandiaux P.,5,ok,,good
431,0,1,0,0,0.008027464,0.441472322,0.550500214,431,Mehdy,5,Top !!!,,"I improved©© my setup by replacing my i9-9900Kf with the i7-13700KF, which I paired© with a Gigabyte Z790 Elite motherboard. For the cooling system,"
432,0,1,0,0,0.026021551,0.319745809,0.654232621,432,Hayden,5,Best option for a Â£1200 gaming pc,,Does the job!
433,0,0.518,0.482,0.8143,0.007448424,0.259947479,0.732604027,433,Best Yasuo EU,5,buen precio y calidad,,It goes super fast with Genshin Impact and LOL games
434,0,0.238,0.762,0.4927,0.006082694,0.045706194,0.948211193,434,Ciccone,5,Intel Core i7-13700KF: Perfekte Preis-Leistung fÃ¼r erstklassige Performance!,,very good
435,0,1,0,0,0.012657344,0.536630034,0.450712591,435,Giacomo,5,super,,i7 very fast
436,0,0.575,0.425,0.5719,0.004183345,0.050805118,0.945011616,436,Leon,5,Sehr gute CPU,,This CPU is the perfect combo 
437,0,0.446,0.554,0.8268,0.0048095,0.052452516,0.942737997,437,Paul33,5,Excellent processeur Gamer,,"Excellent processor for gamers, very good value© for money. Recommended"
438,0,0.51,0.49,0.9367,0.002486926,0.030636335,0.966876745,438,Jorge,5,Perfecto,,"Everything arrived super well, without problems and fast, the best processor, good temperatures and it is not left behind in anything"
439,0,0.742,0.258,0.8555,0.00224513,0.027714795,0.970040083,439,Christian M.,5,A Beast that doesnt need an arc reactor to run,,"Of the 13 gen Intel CPUs I feel like this is the best, its faster than the i5 13600K and far cheaper than the i9 13900k. Yes the 13900K is faster, "
440,0.079,0.714,0.207,0.5815,0.049996451,0.305290848,0.644712746,440,Franck Lejeau,5,Le must toujours Intel je prends mÃªme si je dois attendre pour l'achetÃ© !,,"Nothing to say powerful, super stable, fast, secure©©: there will always be little things probably less than other brands. So my favorite©©©brand for CPUs."
441,0,0.87,0.13,0.2716,0.182439432,0.548488081,0.269072503,441,Felix,5,Super CPU aber schwer zu kÃ¼hlen,,"Performance is really top. However, the heat development (and power consumption) are also quite high"
442,0,0.745,0.255,0.7579,0.00684086,0.122950912,0.870208204,442,Andrea Gumirato,5,Ottimo prodotto - Intel una garanzia,,"Excellent product, a lot of power under the hood with many cores, which in this architecture are divided between Performance and Efficient."
443,0,0.929,0.071,0.5267,0.004184616,0.045552611,0.950262785,443,PC Mike,5,i7-13700KF CPU,,"Made the step up to 13 Gen platform from 11 Gen. Have to say that I am happy with my decision. I do a lot of video editing and many of my files are large, so my rendering time has improved. Obviously it not just the CPU but the whole of my configuration. I'm just saying the upgrade and this CPU has helped."
444,0,0.436,0.564,0.6335,0.002019203,0.021959381,0.976021349,444,rafa,5,Todo perfecto,,Everything very well I like it a lot
445,0,0.6,0.4,0.7184,0.00970787,0.094352037,0.895940065,445,kirimandarine,5,nickel,,"what more can I say... Oh yes, he looks strong, the beast... "
446,0,0.602,0.398,0.8622,0.001172543,0.014946449,0.983880997,446,Giovanna,5,Best buy nel 2023,,The best CPU (without spending a fortune) in April 2023. Great for my workstation and gaming!
447,0,0.86,0.14,0.4754,0.004001284,0.033882335,0.962116361,447,Niklas Tesch Filmproduktion,5,Preis Leistung passt.,,"The processor does its job effortlessly. I haven't under- or overvolted it so far, because I'm completely satisfied with the performance."
448,0.091,0.539,0.369,0.7717,0.00758996,0.063258484,0.929151595,448,Andrew Thomas,5,Great CPU,,"Great performance, easy installation and worked straight out of the box.Intel is the real thing. Avoid imitators."
449,0,0.325,0.675,0.8519,0.008660932,0.075063162,0.916275918,449,Lander G.,5,Perfecto,,Great and at the best price
450,0,0,1,0.6249,0.026402833,0.20950748,0.764089704,450,Cliente Amazon,5,Processore,,Great 
451,0.04,0.778,0.182,0.5955,0.071786523,0.437294394,0.490919113,451,Miguel Pedraza,5,Buen procesador,,"Good processor, you can do whatever you want with it. The seller is regular, so he does not apply support on the sale, but hey, the important thing is the product. Recommended for video editing and gaming."
452,0,1,0,0,0.005181813,0.141800463,0.853017747,452,Un renard,5,Le CPU qui allie le plaisir des jeux et le sÃ©rieux des pros !,,The Core i7-13700KF is the ideal©processor for building a gaming PC or performing professional tasks in the creative©fields. Note that this only works with a graphics card 
453,0.083,0.796,0.121,0.246,0.011030842,0.087739684,0.901229501,453,ROCK SEO,5,"This is the fastest CPU i've ever had, it crushes every task, unbelievable power. Get it.",,"This is the fastest CPU i've ever had, it crushes every task, unbelievable power. Get this and don't think twice. Totally worth the money. It can also be energy efficient if you want, especially under Win11 out of the box. I went with Win10 in the end as i don't like 11.I coupled it with a fast SSD Samsung 990 Pro and a Liquid cooled solution a DeepCool LT 720, temps are always in the 35C and high 60-70C. Amazing.It will destroy any task. Overclocked to 5.5 GHZ it's a beast, i reckon it can even go higher."
454,0,0.448,0.552,0.5719,0.02793818,0.288980991,0.683080792,454,Salvino,5,Ottimo,,A monster of excellent power
455,0,0.674,0.326,0.7003,0.001796727,0.031887412,0.966315806,455,J. Watts,5,Great upgrade,,Even better than my 10700k . Good temps too considering at 5.3ghz with noctua cooler.
456,0,0,1,0.5719,0.083121598,0.383298278,0.533580124,456,Guillaume Nk,5,"Montage vidÃ©o, Gaming, Montage photo, Design, un i7 Ã  tout faire !",,perfect
457,0,0.688,0.312,0.7717,0.015738038,0.520932078,0.463329822,457,routhier,5,Tourne comme une horloge,,"I7 which runs like clockwork, I advise a good cooling because it tends to rise© in temperature©I put a watercooling 3 fan and nickel"
458,0,0,1,0.6249,0.058178503,0.308300138,0.633521318,458,KANO,5,Nickel,,great
459,0,0.256,0.744,0.4404,0.01531761,0.139719024,0.844963372,459,Josiane magenta,5,IntelÂ® Coreâ¢ i7-13700KF,,good one
460,0,0.981,0.019,0.4003,0.273599595,0.658931851,0.067468517,460,Greg89,5,CPU  I7-13700KF,,"The media could not be loaded.
                



I7-13700KF un processore con prestazioni elevate io personalmente lo sto utilizzando per il gaming, scalda abbastanza quando viene utilizzato su alte % quindi assicuratevi di associarlo ad un buon dissipatore io personalmente consiglio un liquid all-in-one, utilizzato con ram ddr5 da 32 gb 6400mhz di frequenza ha una velocitÃ  non da poco sopratutto quando andiamo installare grossi programmi e o giochi, li installo davvero in pochi minuti, KF sta a significare che Ã¨ overclockabile K e senza grafica integrata F che per il gaming va piÃ¹ che bene dal momento che non si fa gaming senza scheda grafica, se desiderate un pc di fascia alta e non volete puntare ad un i9 che probabilmente non sfrutterete mai questo puÃ² essere il giusto compromesso. non mi dilungo a spiegare le caratteristiche sono facilmente reperibili online. prodotto arrivato nei tempi descritti, Consigliato!"
461,0,0.192,0.808,0.6369,0.008904737,0.117390729,0.873704493,461,Twitch origine1,5,Impeccable,,best performance
462,0,0.839,0.161,0.3182,0.001672796,0.03576554,0.962561607,462,Sevil Saykan,5,Schein Top zu sein :-),,It was there quickly and was also quickly installed and it works :-)
463,0,0.41,0.59,0.8012,0.00160539,0.008410604,0.989984035,463,D,5,I7 13700kf,,"Very good, I'm very happy with itt"
464,0,0.328,0.672,0.6249,0.00369634,0.030887509,0.965416133,464,Amazon Kunde,5,Top,,everything is great 
465,0,0,1,0.5994,0.061617393,0.392665416,0.54571718,465,Amazon Kunde,5,Super,,Super
466,0.019,0.881,0.1,0.7299,0.043315485,0.253111213,0.703573346,466,alessandro,5,Ottimo processore,,"The processor is also great for those who don't want to overclock. For those who are not very familiar with processor nomenclatures, the f indicates that the processor does not have an integrated video card, not a big problem if you use a separate card. Excluding this particular the kf and k processor have the same performance, just look at the benchmark results."
467,0,0,1,0.6249,0.032772709,0.222792491,0.744434834,467,Jasmin van Schrick,5,Top CPU,,great 
468,0,1,0,0,0.015297975,0.199690267,0.785011828,468,Osy,5,Chauffe mais trÃ¨s performant,,Incredible processor
469,0,0.423,0.577,0.6249,0.04475531,0.671368778,0.283875912,469,Xenom,5,Intel 13700KF au top !,,Gaming processor par excellence
470,0,0.792,0.208,0.6124,0.025383156,0.519090176,0.45552668,470,chris,5,Puissance et stabilitÃ©,,Nothing particular to say except that:- Powerful- Stable- Doesn't heat up too much about 50° in game with a pure rock 2.
471,0,0.709,0.291,0.5719,0.002940748,0.050655857,0.946403384,471,Andrea V.,5,Intel 13700kf,,Product arrived in perfect condition and ahead of delivery time
472,0,1,0,0,0.359357804,0.579192579,0.061449595,472,RBL77,5,Monstruo,,It will take time until we see the need to update components and there is a difference to compete with this monster.
473,0,0.167,0.833,0.6124,0.007573191,0.24376367,0.748663127,473,Vick,5,Excellent,,Powerful and stable
474,0,0.79,0.21,0.6114,0.007138124,0.135241434,0.857620418,474,Sidney L.,5,Super matos,,An excellent compromise when you are looking for power without overkill with an I9  game dev!
475,0.521,0.479,0,-0.6643,0.012083492,0.193201125,0.794715405,475,Moritz S.,5,Toller Prozessor fÃ¼r Gaming,,So far no problems and sufficient performance.
476,0,0.625,0.375,0.659,0.00463498,0.027212936,0.968152106,476,Lucindo Montrond,5,O PROCESSADOR Ã DE EXCELENTE QUALIDADE,,I LIKED EVERYTHING BECAUSE THE PRODUCT MEETS ALL MY MOST OPTIMISTIC EXPECTATIONS.
477,0.688,0.312,0,-0.296,0.288068682,0.638086557,0.073844828,477,Tomasini jean-baptiste,5,Au top,,no dissPOINTMENTS
478,0.476,0.524,0,-0.6643,0.25233978,0.452128112,0.295532107,478,JJavier98,5,Una maravilla,,So far no complaints. A piece of CPU bug
479,0,0.819,0.181,0.7579,0.008737084,0.160262212,0.831000686,479,moni22,5,Potente e versatile,,I bought this cpu to upgrade my pc (from a 7600k I5) and I have to say that the difference can be felt. I have a 3080 Rtx and thanks to the greater power of the cpu the fps have increased significantly.
480,0.049,0.641,0.31,0.8856,0.021240963,0.200665459,0.778093576,480,Mia,5,Sehr Starker Prozessor,,"What can you complain about, runs great!! BUT 250 W in benchmarks, best to throttle to 125w in the biosIn gaming around the 90wGood AIO recommended (360mm minimum)"
481,0,0.132,0.868,0.765,0.005672311,0.094335251,0.899992406,481,Ana Sousa,5,powerful,,amazing and powerful
482,0,0.93,0.07,0.2724,0.017401701,0.143847495,0.838750839,482,david,5,Processeur i7 13700 KF,,"It's a very good processor, heats up a lot if you put it at 5, 4 mã©gahertz but once blocked© at 5 by the BIOS it doesn't heat up at all the temperatures"
483,0,0.682,0.318,0.4939,0.023295766,0.38345933,0.59324491,483,Paul,5,Nice cpu,,Paired with b660. It works? Good cpu if you want intel.
484,0,1,0,0,0.068992116,0.791100323,0.139907584,484,Mario,5,Tanta potenza e consuma poco maâ¦,,To be used to the fullest you need z690 motherboards etc.
485,0,0.549,0.451,0.6249,0.003398993,0.04150698,0.955094039,485,LudoVII,5,Potenza fuori portata,,Taken at a discount is a great deal
486,0,0.213,0.787,0.5719,0.027392751,0.193068773,0.779538453,486,Aron Sturke,5,Leistung ohne Ende,,perfect product
487,0,0.704,0.296,0.743,0.004731849,0.048015676,0.947252452,487,Amazon Kunde,5,Gaming Pur.,,"Not only gaming is fun, also benchmarks with the CPU tell you that you are a 1 percent :)"
488,0,0.446,0.554,0.7351,0.003135738,0.071584128,0.925280094,488,Fortnite89,5,Una bella Bombetta,,"Excellent CPU performing, quick I recommend the purchase."
489,0,0,1,0.5719,0.008278503,0.08304923,0.908672273,489,MarcoX,5,Le Top du Top,,excellent
490,0,1,0,0,0.002556898,0.048096005,0.949347138,490,Bruno,5,Produit conforme livraison rapide,,Compliant product fast delivery and attractive©
491,0,0.721,0.279,0.6996,0.011528915,0.082451329,0.906019807,491,Fabio,5,Ottima CPU!,,"Excellent CPU, really performing even in ddr4, it does not heat up as you read 100% recommended!"
492,0,0.519,0.481,0.9493,0.001361651,0.012404813,0.986233592,492,Vivien Rosing,5,Top Produkt,,"Super arrived and well packaged. In addition, the processor works great and thanks to the vibrating architecture simply a perfect complement in my  pc"
493,0,0.791,0.209,0.4404,0.007094061,0.206400573,0.786505342,493,Marco,5,Processore senza compromessi,,"Coupled with a good gpu is a processor that can last years and years,"
494,0,0.196,0.804,0.6249,0.006728286,0.062391043,0.930880666,494,Fabrizio,5,Perfetto,,Great product
495,0,0,1,0.5719,0.045410715,0.305226475,0.649362803,495,Autoservizi Trinacria,5,Top quality,,Perfect
496,0,1,0,0,0.024928533,0.830295205,0.14477621,496,FloncH,5,Por ahora perfecto,,"For now, the processor is performing everything the manufacturer says"
497,0.375,0.625,0,-0.4588,0.090831414,0.776878417,0.13229017,497,L&S,5,I7 13900KF,,Juste incroyable rien a dire de plus
498,0,0.564,0.436,0.4754,0.00722838,0.1919346,0.80083704,498,artyz,5,TrÃ¨s performant,,"Very efficient processor in gaming,"
499,0,0.222,0.778,0.7906,0.004991862,0.055535812,0.939472258,499,Andrii Sobol,5,"Good product, great quality.",,"Good product, great quality."
500,0,1,0,0,0.006735297,0.155460224,0.837804496,500,Baudspleen,5,Altamente performante,,"Latest generation, very high performance."
501,0,0.385,0.615,0.4927,0.007133211,0.09420155,0.898665249,501,Sergio,5,CPU Intel Core i7-13700KF,,Very good processor 
502,0,0.201,0.799,0.839,0.001953425,0.015477069,0.982569575,502,Zolito,5,Super,,"Very happy, perfect delivery"
503,0,0.4,0.6,0.7178,0.006976864,0.185496047,0.807527125,503,brijane,5,TrÃ¨s bien,,Gift the person is very satisfied
504,0.08,0.815,0.104,0.1851,0.004592007,0.031333528,0.964074492,504,This processor is absolutely incredible with no doubt's..But if you guys are thinking buy this one then I suggest please go for 360 AIOâ¦,5,"5.0 out of 5 stars
Go for it..",,This processor is absolutely incredible with no doubtâsâ¦ The only this you have to keep in mind that go for atleast 360 AIO for more better performanceâ¦
505,0.198,0.338,0.464,0.807,0.006072732,0.028154559,0.965772688,505,yogesh Kumar,5,"5.0 out of 5 stars
Best cpu at this price bracket",,"great
                



Most powerful cpu at this price bracket no doubt. Amazing performance.love it"
506,0,0.691,0.309,0.945,0.002289469,0.020727891,0.976982594,506,Dhruv Joshi,5,"5.0 out of 5 stars
Just bought it! and working great except the temperatures!!!",,This is my best buy so far for gaming and editing. It runs great whatever you throw. Excellent performance so far. Cinebench score is 29000 at 125 TDP.Suggestion: Buy only if you have very good amount of cooler.
507,0.038,0.893,0.069,0.3472,0.012333083,0.12995708,0.857709825,507,Robert Johnson,5,Super Fast and temperatures aren't as bad as I expected,,"I bought this to replace my 10850k after I realized how much it was holding back my 4090.  I bought an ASRock z790 PG lightning /d4 board to go with it so I could use my existing DDR4 ram.  The difference was night and day!  I have an ID-Cooling 280mm AIO (cheapest I could find on Amazon) with a contact frame and kyronaut thermal grizzly extreme paste and does not thermal throttle on Cinebench R23 unless I run 3 or 4 passes back to back.  I am thrilled with how well this CPU runs.I was able to bump my DDR4 up to 4200mhz in gear 1 (timings cl20/26/26/26/48) after a bios update from ASRock and this thing is rock solid and crazy fast!  I get an average of 30500 in cinebench r23 and it will overclock as far as you want - I have taken it to 5.7 and it runs fine, it just thermal throttles quickly at that speed.  I'm pretty sure I could overclock this beast to the moon if I threw a lot more money into a custom cooling loop, but it is plenty fast as is.  I have no regrets about not bumping up to the 13900k, I do gaming and code compiling and it is a dream for both of those workloads."
508,0.076,0.81,0.115,0.7912,0.251184613,0.483024329,0.265791088,508,Karl K.,5,Fastest Intel CPU without serious issues.,,"Upgraded to the 13700k from the 11900k and the jump in performance was nothing short of massive. This 13th gen i7 K is officially Intel's fourth fastest CPU on paper but in real life it's the fastest of them all in terms of stability as the the three slated above it (13900k,14700k and 14900k) are all plagued with issues that Intel won't discuss but admits to, albeit grudgingly. Until a fix-all patch is released, the 13700k is the best choice for gamers and content creators who won't be bothered with unpredictable bugs and BSOD fests. What good is it having a Ferrari but with an engine that's goes offline 20 times a day?  May as well go with a Porsche that works. At that level of performance these high-end CPU's more or less all perform equal (or would if they all worked properly), but it's easy to understand the frustration of owners whose 30-day window for return to Amazon is closed."
509,0,0.385,0.615,0.4927,0.00647161,0.0812371,0.912291288,509,MarÃ­a,5,Muy buena marca,,Very good brand
510,0,0.385,0.615,0.4927,0.007855218,0.101570807,0.890573919,510,Cliente de Amazon,5,Genial procesador,,very good processor 
511,0,0.711,0.289,0.6478,0.032739501,0.236334622,0.730925858,511,Ibrahim Erdem IRKICATAL,5,Good cpu,,Might be overkill for most builds since i5 13600k is a very good choice as well.
512,0,0.488,0.512,0.6369,0.002546018,0.017567053,0.979886889,512,Bom de mais,5,Muito bom,,This is the best processor
513,0,0.696,0.304,0.3612,0.026107306,0.780906379,0.192986369,513,Gabriel Lucas da Silva,5,Very powerful,,"Playing valorant with competitive settings, average 99% fps is 400+"
514,0.128,0.872,0,-0.296,0.045253135,0.898906291,0.055840544,514,Filipe,5,Excelente,,"Troquei um Core i7 11700 por ele e senti diferenÃ§a no desempenho, mesmo usando memÃ³ria ram ddr4."
515,0.04,0.803,0.157,0.9964,0.045752313,0.428063542,0.526184142,515,Dylin,5,Cant beat this value,,"Intel Core i7-13700K: Gaming Beast with Brawn and Bandwidth, But Not Without BiteOverall Rating: 4.5 out of 5 starsFor: Serious gamers, demanding content creators, overclocking enthusiasts, those upgrading from older systemsAgainst: Pricey compared to previous generations, runs hot, requires beefy coolingPerformance: 5 out of 5 starsThe i7-13700K packs a serious punch. Its hybrid architecture with 8 performance cores and 8 efficient cores tackles demanding tasks with ease. Whether you're pushing pixels in the latest AAA titles or crunching numbers in complex spreadsheets, this CPU thrives under pressure. In gaming, expect silky-smooth frames at 1440p and beyond, even in the most demanding titles. Compared to its predecessor, the i7-12700K, it offers a noticeable performance boost, especially in multi-threaded workloads.Overclocking: 4.5 out of 5 starsThe i7-13700K is an overclocker's dream. It offers plenty of headroom for pushing clock speeds, unlocking even more performance potential. However, remember that this comes at the cost of increased power consumption and heat generation. Ensure you have a robust cooling solution like a high-end air cooler or AIO liquid cooler to keep things under control.Features: 4 out of 5 starsThe i7-13700K boasts impressive specs: PCIe 5.0 support for next-gen hardware, DDR5 memory compatibility, and Intel UHD Graphics 770 for basic graphics needs. This future-proofs your build and ensures you're ready for the latest tech as it emerges. However, keep in mind that the cost of DDR5 memory might still be a drawback for some.Value: 4 out of 5 starsWhile the i7-13700K delivers fantastic performance, it comes at a premium price tag. Compared to previous generations, the cost per core has increased. However, it still offers compelling value compared to its closest competitor, the AMD Ryzen 7 7700X, especially for gaming. Remember, you'll need to factor in the cost of a capable cooler and potentially DDR5 memory, further impacting the overall value proposition.Things to Consider:Heat and Power Consumption: This CPU runs hot, especially under overclocking. Invest in a robust cooling solution to avoid thermal throttling.Price: The i7-13700K is expensive compared to older generations and slightly pricier than its main competitor. Consider your budget carefully.DDR5 Compatibility: While future-proof, DDR5 memory is still more expensive than DDR4. Factor this into your overall build cost.Final Verdict:The Intel Core i7-13700K is a top-tier processor for serious gamers, demanding content creators, and overclocking enthusiasts. Its blistering performance, PCIe 5.0 and DDR5 support, and overclocking headroom make it a future-proof powerhouse. However, the high price, heat generation, and DDR5 compatibility requirements might be dealbreakers for some. If you're looking for the ultimate in gaming and multi-core performance and have the budget for a premium build, the i7-13700K is a worthy investment. Just be prepared to feed it some serious watts and keep it cool.Note:This review is based on my own research and comparison of benchmarks. Your results may vary depending on your specific hardware and software configuration"
516,0,1,0,0,0.06881886,0.839278519,0.091902636,516,Renato,5,Excelente procesador,,"Excelente la entrega del procesador, por parte del vendedor, llega en una pequeÃ±a caja, (habÃ­a leido del pulparindo - confirmado).Las funcionalidades que proveÃ© el procesador son las mejores con 24 threads, siempre recomendable conseguirse un buen enfriamiento liquido. De momento uso el ensamble para cuestiones de virtualizaciÃ³n y va mÃ¡s que sobrado."
517,0.041,0.923,0.036,-0.1899,0.083105728,0.459759831,0.457134485,517,RubberCheese,5,Solid performance; runs cool except under load,,"This processor performs well and is a solid performance upgrade from my old i7-6700K. According to HWMonitor, the CPU package hovers around 15W power consumption doing desktop tasks (web browsing / email / Office).Compared to my i7-6700K (video card and PSU unchanged; new motherboard, ram, and heatsink&fan):- System power consumption at idle and doing desktop tasks is about 5W higher than my 6700K in normal mode, or about 15W lower in âecoâ mode in my motherboardâs settings- Synthetic benchmarks (3dmark CPU Profile) indicate 2x performance for single-core processing and 4x performance for maximum threads- Real-life video encoding is roughly 3x faster using PowerDirectorNote that this LGA1700 socket is known to allow some bending (this causes poorer contact with heatsink which may cause throttling). This can be remedied by installing a pressure plate (I bought a Thermalright LGA1700-BCF for around $12).If you donât need a built-in GPU, consider the i7-13700KF; the built-in GPU is nice to have but not always worth the premium. If you also donât plan to overclock, consider the i7-13700F."
518,0,1,0,0,0.018732693,0.531832278,0.449434996,518,Manuel,5,Excelente procesador,,"El procesador es excelente, bastante rÃ¡pido para todas las tareas, el Ãºnico contra por asÃ­ decirlo son las temperaturas que maneja, asÃ­ que recomiendo emparejarlo con un buen sistema de enfriamiento. El servicio del vendedor excelente, me saco una sonrisa al ver que el procesador venia empaquetado con un Pulparindo, le darÃ­a otra estrella solo por eso!"
519,0,0.704,0.296,0.7425,0.001300266,0.02507185,0.973627806,519,Amazon Customer,5,Improved preformance,,Has really improved my gaming and streaming services along faster and better than my 7th gen i7
520,0,1,0,0,0.073984399,0.798582554,0.127433002,520,Queenkkii,5,Excelente,,"Llego rapido, trabaja muy bien"
521,0.178,0.543,0.279,0.6505,0.002581165,0.010072241,0.98734659,521,Amazonian,5,"What can i say, its fast!",,"Wow welcome to a real gaming cpu. This runs good, have not OC, stays cool with my 360aio. No stability issues, nothing but a great freakn experience. Very happy with this purchase."
522,0.122,0.711,0.168,0.7288,0.058787689,0.256838948,0.684373379,522,sAmazon customer,5,Trust in Intel i have!,,"This is my first upgrade since the i7-4790k, this processor is a BEAST! Eats away at any task i throw at it without a sweat! I was a little hesitant with the new cpu designs with the Performance and efficiency cores but man, the efficiency cores alone kill my 4790k! ðð» great cpu, just make sure you know these shoot to the sky heat wise when you punch heavy workloads and you will need cooling to match depending of how long and how much you will need to pull away from it. ðð»"
523,0.198,0.631,0.171,-0.0772,0.052029569,0.526960373,0.421010077,523,Cameron Lichtenwald,5,"No issues, performs as advertised",,"No surprises here, the cpu functions exactly as advertised."
524,0,1,0,0,0.105571434,0.791455567,0.102973036,524,Omar Robles Espinosa,5,Excelente producto,,"El procesador llegÃ³ en Ã³ptimas condiciones, en tiempo y forma. ActualizarÃ© la reseÃ±a una vez que lo haya instalado y probado adecuadamente. Por el momento, solo puedo opinar sobre el vendedor que en realidad realizÃ³ el envÃ­o de la mejor manera y expedito."
525,0.036,0.852,0.112,0.8294,0.028863288,0.203764737,0.767371953,525,Samson Ghirmai,5,The quality you expect from Intel,,"Purchased on sale for $334. The 13700k is the best value CPU if you require enough speed for high-end gaming + productivity (e.g. video editing/rendering, streaming, multitasking, etc). This thing is fast. I was able to undervolt it and overlock it to 5.5 Ghz (all p-core) and 4.4 Ghz (all e-cores). I could go higher if I wanted to spend more time on it, but this was a quick overclock. Perfectly stable and runs (relatively)cool with the undervolt. Intel is still my preference for CPUs and I don't foresee that changing, especially with all of the issues I've read regarding AMD chips (boot up issues, crashes, poor multi-core performance)."
526,0,1,0,0,0.061389863,0.823346794,0.115263335,526,Jose Emmanuel Nieves Herrera,5,"Muy rÃ¡pido, corre juegos en baja resoluciÃ³n y no se atora",,"Fue lo que esperaba, la entrega fue en menos del tiempo previsto y se tomaron la molestia de incluir dentro un agradecimiento por la compra, excelente atenciÃ³n."
527,0,0.732,0.268,0.7645,0.002365227,0.043721829,0.953912914,527,C G C,5,Good CPU,,I am a team blue guy. And I think this is a great cpu for the money. Currently running at 5200 and very stable.
528,0,0.793,0.207,0.8805,0.004984337,0.050996199,0.944019496,528,Bruce Kearns,5,It runs HOT!,,"What can you say about this processor that hasn't already been said. Just know you need a good cooler on it, because it does get HOT! Performance is great and with Intel's XTU app it is easy to overclock and achieve even more."
