Name,Stars,Title,Date,Description
yogesh Kumar,5,"5.0 out of 5 stars
Best cpu at this price bracket",N/A,"great
                



Most powerful cpu at this price bracket no doubt. Amazing performance.love it"
Dhruv Joshi,5,"5.0 out of 5 stars
Just bought it! and working great except the temperatures!!!",N/A,This is my best buy so far for gaming and editing. It runs great whatever you throw. Excellent performance so far. Cinebench score is 29000 at 125 TDP.Suggestion: Buy only if you have very good amount of cooler.
Robert Johnson,5,Super Fast and temperatures aren't as bad as I expected,N/A,"I bought this to replace my 10850k after I realized how much it was holding back my 4090.  I bought an ASRock z790 PG lightning /d4 board to go with it so I could use my existing DDR4 ram.  The difference was night and day!  I have an ID-Cooling 280mm AIO (cheapest I could find on Amazon) with a contact frame and kyronaut thermal grizzly extreme paste and does not thermal throttle on Cinebench R23 unless I run 3 or 4 passes back to back.  I am thrilled with how well this CPU runs.I was able to bump my DDR4 up to 4200mhz in gear 1 (timings cl20/26/26/26/48) after a bios update from ASRock and this thing is rock solid and crazy fast!  I get an average of 30500 in cinebench r23 and it will overclock as far as you want - I have taken it to 5.7 and it runs fine, it just thermal throttles quickly at that speed.  I'm pretty sure I could overclock this beast to the moon if I threw a lot more money into a custom cooling loop, but it is plenty fast as is.  I have no regrets about not bumping up to the 13900k, I do gaming and code compiling and it is a dream for both of those workloads."
Karl K.,5,Fastest Intel CPU without serious issues.,N/A,"Upgraded to the 13700k from the 11900k and the jump in performance was nothing short of massive. This 13th gen i7 K is officially Intel's fourth fastest CPU on paper but in real life it's the fastest of them all in terms of stability as the the three slated above it (13900k,14700k and 14900k) are all plagued with issues that Intel won't discuss but admits to, albeit grudgingly. Until a fix-all patch is released, the 13700k is the best choice for gamers and content creators who won't be bothered with unpredictable bugs and BSOD fests. What good is it having a Ferrari but with an engine that's goes offline 20 times a day?  May as well go with a Porsche that works. At that level of performance these high-end CPU's more or less all perform equal (or would if they all worked properly), but it's easy to understand the frustration of owners whose 30-day window for return to Amazon is closed."
María,5,Muy buena marca,N/A,Very good brand
Cliente de Amazon,5,Genial procesador,N/A,very good processor 
Ibrahim Erdem IRKICATAL,5,Good cpu,N/A,Might be overkill for most builds since i5 13600k is a very good choice as well.
Bom de mais,5,Muito bom,N/A,This is the best processor
Gabriel Lucas da Silva,5,Very powerful,N/A,"Playing valorant with competitive settings, average 99% fps is 400+"
Filipe,5,Excelente,N/A,"Troquei um Core i7 11700 por ele e senti diferença no desempenho, mesmo usando memória ram ddr4."
Dylin,5,Cant beat this value,N/A,"Intel Core i7-13700K: Gaming Beast with Brawn and Bandwidth, But Not Without BiteOverall Rating: 4.5 out of 5 starsFor: Serious gamers, demanding content creators, overclocking enthusiasts, those upgrading from older systemsAgainst: Pricey compared to previous generations, runs hot, requires beefy coolingPerformance: 5 out of 5 starsThe i7-13700K packs a serious punch. Its hybrid architecture with 8 performance cores and 8 efficient cores tackles demanding tasks with ease. Whether you're pushing pixels in the latest AAA titles or crunching numbers in complex spreadsheets, this CPU thrives under pressure. In gaming, expect silky-smooth frames at 1440p and beyond, even in the most demanding titles. Compared to its predecessor, the i7-12700K, it offers a noticeable performance boost, especially in multi-threaded workloads.Overclocking: 4.5 out of 5 starsThe i7-13700K is an overclocker's dream. It offers plenty of headroom for pushing clock speeds, unlocking even more performance potential. However, remember that this comes at the cost of increased power consumption and heat generation. Ensure you have a robust cooling solution like a high-end air cooler or AIO liquid cooler to keep things under control.Features: 4 out of 5 starsThe i7-13700K boasts impressive specs: PCIe 5.0 support for next-gen hardware, DDR5 memory compatibility, and Intel UHD Graphics 770 for basic graphics needs. This future-proofs your build and ensures you're ready for the latest tech as it emerges. However, keep in mind that the cost of DDR5 memory might still be a drawback for some.Value: 4 out of 5 starsWhile the i7-13700K delivers fantastic performance, it comes at a premium price tag. Compared to previous generations, the cost per core has increased. However, it still offers compelling value compared to its closest competitor, the AMD Ryzen 7 7700X, especially for gaming. Remember, you'll need to factor in the cost of a capable cooler and potentially DDR5 memory, further impacting the overall value proposition.Things to Consider:Heat and Power Consumption: This CPU runs hot, especially under overclocking. Invest in a robust cooling solution to avoid thermal throttling.Price: The i7-13700K is expensive compared to older generations and slightly pricier than its main competitor. Consider your budget carefully.DDR5 Compatibility: While future-proof, DDR5 memory is still more expensive than DDR4. Factor this into your overall build cost.Final Verdict:The Intel Core i7-13700K is a top-tier processor for serious gamers, demanding content creators, and overclocking enthusiasts. Its blistering performance, PCIe 5.0 and DDR5 support, and overclocking headroom make it a future-proof powerhouse. However, the high price, heat generation, and DDR5 compatibility requirements might be dealbreakers for some. If you're looking for the ultimate in gaming and multi-core performance and have the budget for a premium build, the i7-13700K is a worthy investment. Just be prepared to feed it some serious watts and keep it cool.Note:This review is based on my own research and comparison of benchmarks. Your results may vary depending on your specific hardware and software configuration"
Renato,5,Excelente procesador,N/A,"Excelente la entrega del procesador, por parte del vendedor, llega en una pequeña caja, (había leido del pulparindo - confirmado).Las funcionalidades que proveé el procesador son las mejores con 24 threads, siempre recomendable conseguirse un buen enfriamiento liquido. De momento uso el ensamble para cuestiones de virtualización y va más que sobrado."
RubberCheese,5,Solid performance; runs cool except under load,N/A,"This processor performs well and is a solid performance upgrade from my old i7-6700K. According to HWMonitor, the CPU package hovers around 15W power consumption doing desktop tasks (web browsing / email / Office).Compared to my i7-6700K (video card and PSU unchanged; new motherboard, ram, and heatsink&fan):- System power consumption at idle and doing desktop tasks is about 5W higher than my 6700K in normal mode, or about 15W lower in “eco” mode in my motherboard’s settings- Synthetic benchmarks (3dmark CPU Profile) indicate 2x performance for single-core processing and 4x performance for maximum threads- Real-life video encoding is roughly 3x faster using PowerDirectorNote that this LGA1700 socket is known to allow some bending (this causes poorer contact with heatsink which may cause throttling). This can be remedied by installing a pressure plate (I bought a Thermalright LGA1700-BCF for around $12).If you don’t need a built-in GPU, consider the i7-13700KF; the built-in GPU is nice to have but not always worth the premium. If you also don’t plan to overclock, consider the i7-13700F."
Manuel,5,Excelente procesador,N/A,"El procesador es excelente, bastante rápido para todas las tareas, el único contra por así decirlo son las temperaturas que maneja, así que recomiendo emparejarlo con un buen sistema de enfriamiento. El servicio del vendedor excelente, me saco una sonrisa al ver que el procesador venia empaquetado con un Pulparindo, le daría otra estrella solo por eso!"
Amazon Customer,5,Improved preformance,N/A,Has really improved my gaming and streaming services along faster and better than my 7th gen i7
Queenkkii,5,Excelente,N/A,"Llego rapido, trabaja muy bien"
Amazonian,5,"What can i say, its fast!",N/A,"Wow welcome to a real gaming cpu. This runs good, have not OC, stays cool with my 360aio. No stability issues, nothing but a great freakn experience. Very happy with this purchase."
sAmazon customer,5,Trust in Intel i have!,N/A,"This is my first upgrade since the i7-4790k, this processor is a BEAST! Eats away at any task i throw at it without a sweat! I was a little hesitant with the new cpu designs with the Performance and efficiency cores but man, the efficiency cores alone kill my 4790k! 👌🏻 great cpu, just make sure you know these shoot to the sky heat wise when you punch heavy workloads and you will need cooling to match depending of how long and how much you will need to pull away from it. 👍🏻"
Cameron Lichtenwald,5,"No issues, performs as advertised",N/A,"No surprises here, the cpu functions exactly as advertised."
Omar Robles Espinosa,5,Excelente producto,N/A,"El procesador llegó en óptimas condiciones, en tiempo y forma. Actualizaré la reseña una vez que lo haya instalado y probado adecuadamente. Por el momento, solo puedo opinar sobre el vendedor que en realidad realizó el envío de la mejor manera y expedito."
Samson Ghirmai,5,The quality you expect from Intel,N/A,"Purchased on sale for $334. The 13700k is the best value CPU if you require enough speed for high-end gaming + productivity (e.g. video editing/rendering, streaming, multitasking, etc). This thing is fast. I was able to undervolt it and overlock it to 5.5 Ghz (all p-core) and 4.4 Ghz (all e-cores). I could go higher if I wanted to spend more time on it, but this was a quick overclock. Perfectly stable and runs (relatively)cool with the undervolt. Intel is still my preference for CPUs and I don't foresee that changing, especially with all of the issues I've read regarding AMD chips (boot up issues, crashes, poor multi-core performance)."
Jose Emmanuel Nieves Herrera,5,"Muy rápido, corre juegos en baja resolución y no se atora",N/A,"Fue lo que esperaba, la entrega fue en menos del tiempo previsto y se tomaron la molestia de incluir dentro un agradecimiento por la compra, excelente atención."
C G C,5,Good CPU,N/A,I am a team blue guy. And I think this is a great cpu for the money. Currently running at 5200 and very stable.
Bruce Kearns,5,It runs HOT!,N/A,"What can you say about this processor that hasn't already been said. Just know you need a good cooler on it, because it does get HOT! Performance is great and with Intel's XTU app it is easy to overclock and achieve even more."
LovEvos,5,Great CPU - can't go wrong!,N/A,"My previous build had an i7-9700K and after 5 years of abuse, I decided to upgrade in this new build to an i7-13700K and I'm not disappointed.  It's a great CPU and is handling everything I throw at it.  Stays cool even without a fancy AIO / liquid cooling setup.  During the process of installing the CPU on the socket, it fell into place perfectly, but when adjusting the motherboard arm to secure the CPU into the socket, it did feel I had to put a bit more force than I would have thought necessary, but it clicked into place and is running smoothly with no issues.  Highly recommended!=====Complete Parts List=====MSI MAG Z790 Tomahawk WiFi LGA 1700 ATX Motherboard -https://www.newegg.com/p/N82E16813144567?item=N82E16813144567Cable Matters 2-Pack 3 way 4 pin PWM Fan Splitter -https://www.amazon.com/dp/B07PXLHNZ6?psc=1&ref=ppx_yo2ov_dt_b_product_detailsArctic MX-4 Thermal Paste -https://www.amazon.com/dp/B0795DP124?psc=1&ref=ppx_yo2ov_dt_b_product_detailsCableMod C-Series Classic ModMesh Sleeved Cable Kit -https://www.amazon.com/dp/B07HMJ6GNJ?psc=1&ref=ppx_yo2ov_dt_b_product_details(2x) Corsair Vengeance DDR5 RAM 5600MHz CL36 -https://www.amazon.com/dp/B09WH64X5M?psc=1&ref=ppx_yo2ov_dt_b_product_detailsASUS Dual GeForce RTX 4070 White OC 12GB DDR6X -https://www.amazon.com/dp/B0C4BZZWJM?psc=1&ref=ppx_yo2ov_dt_b_product_detailsNZXT H9 Flow Dual-Chamber Mid-Tower -https://www.amazon.com/dp/B0BG1GQKKY?psc=1&ref=ppx_yo2ov_dt_b_product_details(2x) Corsair LL120 RGB Triple Pack -https://www.amazon.com/dp/B07LF1B1Y8?psc=1&ref=ppx_yo2ov_dt_b_product_detailsIntel i7-13700K 16core -https://www.amazon.com/dp/B0BCF57FL5?psc=1&ref=ppx_yo2ov_dt_b_product_detailsCorsair RM850x Full Modular ATX PSU -https://www.amazon.com/dp/B08R5JPTMZ?psc=1&ref=ppx_yo2ov_dt_b_product_detailsRocketek 9pin USB Header Splitter -https://www.amazon.com/dp/B085KVH16T?psc=1&ref=ppx_yo2ov_dt_b_product_detailsDeepCool AK400 CPU Cooler -https://www.amazon.com/dp/B09PCWK7SP?psc=1&ref=ppx_yo2ov_dt_b_product_detailsSamsung 970 Evo Plus 1TB NVMe M.2 SSD -https://www.amazon.com/dp/B07MFZY2F2?psc=1&ref=ppx_yo2ov_dt_b_product_details"
Victor Vazquez,5,Excelente para gaming y trabajo!,N/A,"Va de maravilla con una Motherboard Arous Z790 Elite AX, las temperaturas van entre los 50 y 60 grados C con enfriemiento líquido Cooler master 360 Illusion."
Sam B.,5,"It runs, and it runs hot",N/A,"I would have opted for a slower/cheaper version if I'd known it ran this hot. But it works and will probably be fairly future-proof for a while. Most of what I do doesn't tax it at all, so it's cool and stable."
Chains,5,Fast shipping and delivery,N/A,"fast arrived, well package, safetly packaged, but , one thing i almost put 1 star the delivery person put the box on a heating radiator in my appartement entrance, but overall product is high quality"
Stjärna,5,Funciona como debe 🫨,N/A,Excelente
UltraNerd,5,Just destroys whatever I throw at it,N/A,"Overlocking the crap out of this with liquid cooling. Rock solid - not a blue screen in site. Dedicate 8 cores to a VM with no appreciable decline in bare metal OS operation. Temps are higher with the same cooler as compared to 12700k (12700k running 30-40C under load, this jumps to the 50-60C area pretty quick."
Great headphones for the price,5,Good deal,N/A,Good deal and for the delivery
adam,5,Outstanding performance and utilities!,N/A,"The highest package temps my CPU gets while running multiple applications is 85 degrees Celsius. And that's only for brief moments. Average 68 - 75 degrees while gaming with high graphics games with youtube running in the background. Maxes at the 253 rated watts for me, which really is fine. Average of about 100 watts and computer overall idles @ 65 watts, which is 25 watts less than my old i7 4th gen. No need to undervolt this CPU, even though you can, you'll just be giving yourself future headaches if you do. During the Cinebench stress test you get temps that max out at 98 - 100 degrees Celsius, but remember that's absolute max mode, 99% of users will never use this CPU for more than several minutes at. If Intel's Extreme Tuning Utility does not automatically download when installing, definitely get it from intels website and learn to use it. It is easy to use, and you won't regret it. I just use it for monitoring performance, but you can use it for easy optimize and under/overvolt with too, but I'd recommend doing any of that through your motherboard BIOS if you decide to. Most new BIOS's are easier and safer for that kind of stuff anyway. Do your research on which to use and how. Long story short if you want max performance to play around with just get a i9 processor, that's what those are made for, for everyone else there's this one!"
Keith A. Clay,5,A great processor,N/A,A very good midrange processor. I've use one for years and it has always worked well for me.
Buyer,5,Stable System,N/A,"I use this i7-13700K every day for about a year. I have Crucial RAM 64GB Kit (2x32GB) DDR5 4800MT/s CL40 Desktop Memory CT2K32G48C40U5 modules (4 of them), a Corsair RM1000x (2021) Fully Modular ATX Power Supply in a Phanteks Enthoo Pro Full Tower Chassis without Window Cases PH-ES614PC_BK in service for about one year as I write this review. For the most part, assembly was very easy. I do video editing, audio editing, streaming, wordprocessing, browsing and email with my setup. I use all of my SATA ports and even have a plug-in eSATA card for more ports. So most of my drive bays are filled. The cpu, dram and everything I have connected to my power supply and motherboard has been rock solid stable, and the case holds in all together. It just works exactly the way I want and have no anomalies. The power supply, motherboard and all components run cool in the case with an i7-13700K CPU, 128 GB of Crucial DDR5-4800 that is clocked at 5200 automatically set by the motherboard itself. My video card is a the very modest ASUS GeForce GT 1030 2GB GDDR5 HDMI DVI Graphics Card (GT1030-2G-CSM) because I transitioned my ancient setup from MBR to GPT and needed to be able to boot the old system in the new motherboard before updating the Windows 10 Pro config to GPT UEFI and still be able to boot legacy devices. Everything just worked like a Swiss Chronograph. I strongly recommend this cpu, dram, the power supply, the case, the ASUS ProArt Z790-Creator WiFi 6E LGA 1700, the Asus video card, and am also recommending the Crucial MX500 SATA drives I use. Is it all of this the fastest? I have no idea. Does it boot and work reliably everytime so far? Absolutely!"
Chris Roen,5,The Best CPU Upgrade Ever,N/A,I got this CPU to upgrade from my 11th gen i7-11700KF Processor. Temps are a slight bit toasty compared to my 11th gen CPU but pairs real well with my 4070 ti.
Jeremy,5,Great processor,N/A,I’m very happy with this processor.
Makora,5,CPU,N/A,Just what I needed.  It is fast and it's not annoying. Used it for a small rig.
Juniorverse,5,"Huge upgrade from Ryzen 5800X, cut my Visual Studio/Dotfuscator compile times significantly",N/A,"Nice!  I upgraded from an AMD Ryzen 7 5800X to this CPU (and the components below) and I couldn't be happier.  Everything opens almost instantly, whether it be Windows 11's File Explorer, Edge browser and webpages, and opening files in general.  I upgraded primarily because I am a developer, and Visual Studio + Dotfuscator would take almost 8 minutes to compile and obfuscate my largest program on my old build.  After upgrading, it now compiles in about 4 mins 45 seconds.  The longest part is Dotfuscator, not Visual Studio compiling.  Compiling happens in seconds on this setup.My components:
MSI MPG Z790 Carbon WiFi Gaming Motherboard

Intel Core i7-13700K Desktop Processor
(this CPU)
CORSAIR VENGEANCE DDR5 RAM 64GB (2x32GB) 5600MHz

MSI MPG A1000G PCIE 5 & ATX 3.0 Gaming Power Supply - Full Modular - 80 Plus Gold Certified 1000W

Corsair MP700 2TB PCIe Gen5 x4 NVMe 2.0 M.2 SSD

Cooler Master Hyper 212 Halo White CPU Air Cooler

MSI Gaming GeForce RTX 3060 Ti Graphics Card
I don't game much, but there is a noticeable difference loading and playing Cities: Skylines after upgrading, too.I am very happy with the new PC.  Everything runs smoothly, I haven't had a single crash running the XMP Profile in BIOS for my RAM so it runs at full speeds.  This CPU blows the Ryzen 7 5800X out of the water.  Check out the UserBenchmark: AMD Ryzen 7 5800X vs Intel Core i7-13700K comparison on UserBenchmark's website for details, which is what I did before purchase.  It lives up to the benchmarks for me."
Duy Nguyen,5,Wonderful processor!,N/A,Spend the money once and get a good processor you wont regret!
Wolfgang Werner,5,As described,N/A,"I was close to give them a bad review but then I found out USPS was the problem with my delivery.  If possible, find another shipping method to avoid delays.  Product exactly as described, much needed! Now I can finish building my pc. Thank you"
Seth Magoon,5,Who needs an i9! This thing is amazing!,N/A,"I built a new computer during the height of covid (Dummy, I know, right?) and decided on a i9-9900k. I'm a sysadmin by trade, so remoting in and fixing servers has never been an issue with that processor..but for gaming..Titles like Cyberpunk, Days Gone, to even WoW..there were areas that my 3080 was being bottlenecked by the 9900k.I coupled this CPU with a MSI EDGE z790 DDR4 (I have fantastic Samsung B-Die CL14 3600 DDR4 from the previous build). So far, in Cyberpunk I'm seeing 25-30 more FPS on 1440p Ultra settings w/ Raytraycing on High. WoW is getting 50+ more FPS, and I'm getting over 100 FPS in Valdrakken, where I was getting 45-50 FPS with the 9900k with the same settings as cyberpunk (1440p ultra (10 graphics settings).I'm using the Corsair iCUE H100i Elite LCD 240mm AIO, with Thermal Grizzly Kryonaut Extreme thermal paste to cool this bad boy, and even at prolonged sessions in Cyberpunk, my temps are not getting above 65c. And no, I have not done the Contact Plate mod.TL;DR - This CPU is blazing fast, and if your current processor is a few years old it may very well be worth the upgrade. I don't claim to be Steve from Gamers Nexus, or a pro CPU tester - but I can tell you that this thing is amazing, and will serve you well for years to come."
Todd Warren,5,Nice,N/A,without a doubt good CPU stays cool over clocked at 35 c runs good worth the money.
jose cristobal,5,excelente procesador,N/A,"Despacho rápido, el producto lleno todas las expectativas, Es un procesador muy rápido, en mi caso lo uso para el diseño grafico, en pocas palabras es espectacular...!"
Matthew Humphrey,5,Powerful / cost effective CPU,N/A,"Paired with my 3060ti founders edition, I have yet to run a game that seems like this combo couldn’t handle. Apart from gaming it can handle multiple instances of tasks and run them all seamlessly. This is the most powerful CPU I’ve had but it still impresses me how fast everything is and I have not seen its limits yet."
Joel,5,Feel the power,N/A,"I had a 6 year old Acer TC-780 desk top with an i7-7700 cpu. Due to not able to upgrade to windows 11 and microsoft scheduled to stop supporting windows 10 October 2024.  I gave myself a year to shop for a new PC Knowing Black Friday/Cyber Monday have the best prices and deals.  I like the Gaming RGB astatic and after months of researching online I decided I was going to Build my next PC.  Black Friday came early this year Thanks to Prime Day, and  MSI Mag Z790 Tomahawk MB,  and V- color DDR5 Oc 7200mhz 32g RAM, and MSI RTX4070 GPU And the Intel i7-13700K  all powered from a Gamemax 1050W PSU,  I have a Brand new POWERFUL Gaming PC That will serve me well in the years to come."
Paul Luu,5,Fantastic Performance/Value Workstation CPU,N/A,"The i7-13700K has i7-12900K performance at an i7 range price range. Please note I used an older Z690 EVGA Classified Board. I was required to flash because older boards cannot support the new CPU yet. I suggest people who used a 12th gen chipset and were looking to upgrade follow their respective motherboard’s vendor manual. The installation was incredibly easy, and I booted the BIOS after the BIOS update without any problem. I had hit 5 GHz on the CPU without overclocking. It also supported 6000 MHz DDR5 RAM without any issues after enabling XMP. The reasonable pricing for Z690 or Z790 boards makes the i7-13700K a good combo compared to AMD’s expensive Ryzen 7000 CPUs and motherboard costs. For people who are still on older generations, the vast E cores and P cores offered by Intel’s 13th gen make it worth it to accomplish CPU-intensive tasks like Handbrake or Adobe Premiere. This CPU runs cool with a 360 mm AIO and a high airflow case (around 30-36 C idle temperature for me). I also like to note the CPU fits only fits one way and the CPU lever has a bit of tension, so don’t be afraid when installing your CPU."
Amazon Customer,5,Fantastic CPU & Fast,N/A,"I love this chip, fast and efficient also stays cool with my 280MM AIO.  I had to replace my MB and Intel i7 8th gen 8700K so got this over the i9 and could not be happier.  Wish Intel would drop their prices but it is a value for what you get"
edouard Claude,5,Super,N/A,"Nothing to say, all is okay"
Isaac,5,Very Fast in 2023,N/A,"The i7 runs a bit hotter than the 13th gen i5, but I just couldn't resist spending a bit more for those extra cores. As of 2023, it's a razor-fast CPU for the average buyer - probably too powerful for anyone but power-users and video-editors. As for gaming, it'll run many older games at a high FPS even without any help from a GPU, and it handles modern titles without any problems, too.It CAN run with a low-power or stock-quality cooler for daily tasks, but I'd recommend investing in water cooling if you plan to throw heavy-duty loads at it, or good-performance air cooling if you're planning to buy it once and keep running it many years into the future."
Sasha4130,5,Very good CPU,N/A,I wanted speed without breaking the bank and this CPU fits the bill. Runs a little hot but not too much to handle with an AIO water cooler (I use a Deepcool LT520). Pleased with my build.
AS,5,Chews through everything without breaking a sweat,N/A,"Running in XMP mode, all cores synced, with ram clocked at 7200mhz! No problems whatsoever. Runs fast and cool compared to my old 5930k."
Kevenka,5,great CPU,N/A,Great value for my gaming PC :D
McQuade,5,Its top tier,N/A,its great. just buy it. or the 14700k.
Customer,5,Silicon lottery winner,N/A,Open box/used good condition item. Purchased for my Wife's latest build... Wound up having a better memory controller than my old 13900KS ... runs reeeeally cool.
Carrera,5,Great CPU,N/A,"Absolutely great CPU, fast, efficient, and perfect for gaming. It’s the ideal CPU for gamers, especially coming from a 9700k. I noticed drastic improvements in my gaming and I highly recommend for others. Great buy."
Jerry,5,Very impressive,N/A,"Very impressive CPU almost on par with the i-9 just slightly fewer e-cores which if your not an editor or creator of some sort you really won't miss them. Gaming wise this CPU has hit all my benchmarks, with a solid score on cinebench time after time. Runs a little hot while gaming among other things roughly around 65 to 72°C at highest times, but with the right cooler you will be impressed! Does not come with stock cooler! Would recommend"
Vermonter,5,Very fast,N/A,"I replaced a 7th generation I7 CPU with this one.  The difference in performance is dramatic (although I the also replaced the MOBO, which contributed to the improvement).  I may have bought too much CPU power.  The ASUS diagnostics that I run show that the CPU rarely runs at more than 10% of capacity (although I also installed a new GPU so most of the graphics processing is offloaded).Installation in the ASUS motherboard was straightforward, although the socket size has changed from my previous Intel CPU, and I had to purchase a new mounting bracket for my cooler, which I did not replace."
Mikhail E Merkurieff,5,"Super Fast, can run hot",N/A,Super fast and stable CPU. Note that it can run hot because of the higher voltage it can use. I made sure to get a nice AIO for it. Coupled with an arctic freeze II 306 it rarely gets above 30C.
SKim,5,"Unbeatable, for the price",N/A,"It’s insane, the speed you get for its price is absolutely great. It’s granted me a 40+ fps increase on Baldur’s Gate and has helped me in development and lighting in 3D applications. It been stable at 5.4 ghz and is amazing for games. The die is larger than the older CPUs due to its newer lga1700 chipset, so I recommend getting the ThermalRight contact frame (also have a review for it). OVERALL worth it, better if you get it on discount."
BobPage,5,i7-13700k is a nice processor,N/A,"It is what it is, an action packed CPU"
Caswell,5,Smokin'!,N/A,"Nice processor works great, stays cool."
michael berring,5,For those who are on the fence about upgrading from 12th generation Intel,N/A,"Above are screenshots of my Passmark benchmark, both systems exactly the same, except the first picture has the 13700K and the second picture has the 12700K in it. The rest of the components are HX1200, Asus ROG Maximus Hero Z690, Gskill Trident DDR5 F5 6000Mhz, Adata Legend 840 SSD  X2 set up in RAID 0. Vetroo Lurker 240mm AIO water cooling, Power color RX 6900 XT. I run all (P) cores synced at 5300 MHz. Temps idle at about 32 to 35C, hard benchmarking takes it up as high as 88 C once, typically about 75C. Ordinary gaming, tasking takes it to about 45 to 50C.If you are wondering if its worth the upgrade, it is. But considering that my system is one of the fastest in the world with these components, I would have to say that upgrading to a Z790 motherboard is NOT worth it if you already have a Z690.That is all, and good day to you."
Andrew,5,Much needed upgrade,N/A,So I am building my new system starting with I7-13700k upgrading from my pre built Alienware I7-9700k it came out incredible and fast. Love Intel.
Shelley,5,Absolute beast-gaming overkill,N/A,"If you’re looking at this as a gaming-only processor, you’ll probably get 95% of the gaming performance this offers with the cheaper and cooler i5-13600k. Save your money and put it into a better GPU over buying this because that will actually result in more FPS where this processor (over the 13600k) will not.That being said, this processor is a monster. It’s a bear to keep cool but it has the performance to back it up. Most stable and speedy system I’ve ever owned. 13th gen might have come out before Ryzen 7000 series, but I still think it’s the winner.EK’s Nucleus 360mm AIO did a great job at keeping this CPU under control."
RFM,5,The New Generation,N/A,"This was the first Generation 13 processor we used in a build. Of course the actual build procedure is no different than before so not much can be said for that. Our test show it is about 9% faster than its same-numbered 12th generation.  The other thing we did see from our tests is that again 12th vs.13th the newer processor appears to run about 2°-3° C lower in temperature under somewhat similar conditions. All in all, obviously we will be doing our building going forward with 13 series processors we can't see justification for anyone taking their i9-12900k out and installing i9-13900k. The gains would probably not be really experienced."
Mina Tharwat,5,Great deal after 14th gen,N/A,There is a very slight non noticeable difference between it and the i9-14900k which makes this one very good deal in terms of valueWorks great and no complaints
J. McGuire,5,Works great.,N/A,Works great.
Cyara,5,"Powerful, stable",N/A,The build is: Intel Core i7 13700K+ MSI MAG Z790 TOMAHAWK WIFI Motherboard DDR5 + MSI GeForce RTX 4060 Ti VENTUS 3X 8G OC + 2x CORSAIR VENGEANCE DDR5 RAM 32GB (2x16GB) 6400MHz CL32 + Cooler Master MasterLiquid PL240 Flux CPU Liquid Cooler = Just a Perfect build!
Zachary Gibson,5,My name is Speed.,N/A,Great processor. Hella fast. Overclock turns this thing into a beast. Top notch silicon!
A. Golden,5,"Lightning fast, but runs hot",N/A,"Amazing CPU, noticed huge improvements in performance almost everywhere (faster load times, higher FPS in games, etc.) Performance was especially noticeable in CPU heavy games such as WoW, that don't require as much GPU power and are heavily bottlenecked by CPU. In cases like those I doubled FPS going from 9th gen to 13th gen Intel.One thing to note: 13th gen Intel is HOT! You may be coming from an older CPU and used to 60-70 C temperatures at max, then you might think you did something wrong when this one hits the lower 90s a lot. That's just how it is. If you're worried about longevity, set an undervolt offset of about -0.10 (preferably in your motherboard's BIOS settings) and the temps will drop by about 10 degree with no loss of stability."
Robert S.,5,Plenty of Power,N/A,"I've never had a problem with intel cpu's, been running the 8086k for years, and now to get the 13700k for the same price with double the cores and threads....you really can't go wrong with intel.  Glad I got this when I did, even when the newer stuff comes out, I'm positive this is future proof for many years to come.  As of now (8/10/23) it is placed 5th on userbenchmarks."
Maroon,5,CPU en ballade,N/A,loved the product
Jaime Samanez Paz,5,Buen producto,N/A,quality product
Tommy Thao,5,Great workstation CPU,N/A,"Great workstation CPU. Upgraded my aging Intel Haswell 4770k workstation to these new, e-core embedded Intel CPUs.Only negative drawback is that these newer Intel CPUs run hot and eat quite a bit of wattage.Should have picked an I5 instead but wanted to future proof my new workstation until 2030.Highly recommend!"
Donald,5,Very Nice Processor,N/A,Runs like a champ.
AlberBohorquez,5,Excelente,N/A,116 cores and 24 threads.  VERY stable even in bench tests (of course with good cooling and RAM
Lianna,5,Awesome CPU,N/A,"Extremely powerful for the money, handled AAA games with ease. Would recommend for anyone’s PC build."
Emileigh,5,Awesome processor,N/A,"I previously built an 8th gen i7 for gaming and work, relegating my 1st gen i7 to my hobby (ham radio)  after 13 years that mobo started acting up, and I made the decision to build a new computer for gaming and put the 8th gen to my hobby.The 13700K with the durable motherboard I chose is awesome.  It handles the fastest NVMe drives, fastest memory and keeps up with my extremely high end video card.  I really cannot speak highly enough.  I had considered a different brand, and the 12th gen i7, but after two months with the 13700K I can honestly say I could not be happier.Thank you Intel."
Isaac Behage,5,Absolute unit for 1080p-1440p gaming,N/A,"Really powerful cpu for sure, haven't even been able to find a game that limits it out, thermals are beautiful with the h150i elite under heavy loads staying in the 50s-60s. Perfect for 1080p-1440p and even could potentially run some 4k games with the right gpu paired. Overall very happy with the performance!"
Mauricio,5,Genial,N/A,Super sexy
Name,Stars,Title,Date,Description
John Wolf,1,Lasted 4 months,N/A,This CPU quit after four months. I cannot get in touch with Amazon customer support nor can I connect with anyone at Intel. Very disappointed to say the least. The CPU was installed according to specs and has never been overclocked nor has the voltage been altered.
David Hoyes,1,Arrived DOA,N/A,This CPU arrived DOA . For all the years I have been building PC's Gaming Rigs and Workstations I have never got a DOA CPU . Mother Boards and Ram sure but not CPU's . This is the first Intel CPU i have bought in nearly a decade and I got a brick a long RMA process because I'm outside the return window and a machine waiting for a CPU that has from what I can tell from other reviews cores that die for any number of reasons .  Bad work Intel . I won't be signing up for more of this .
